"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ugcg",0.0470684518028273,-0.570657882265165,0.04,0.263,1
"Miip",0.0470684518028273,-0.425167458920005,0.04,0.263,1
"Pgd",0.0470684518028273,0.113687611110041,0.04,0.263,1
"Sdf4",0.0470684518028273,-0.489721646442103,0.04,0.263,1
"Noc2l",0.0470684518028273,-0.812125484363238,0.04,0.263,1
"Armc10",0.0470684518028273,-1.13545264031638,0.04,0.263,1
"Selenoi",0.0470684518028273,-0.741180910446482,0.04,0.263,1
"Fam193a",0.0470684518028273,-0.949326015733082,0.04,0.263,1
"Uso1",0.0470684518028273,-1.04189342566226,0.04,0.263,1
"Wdfy3",0.0470684518028273,-1.10695365207143,0.04,0.263,1
"Coro1c",0.0470684518028273,-0.714217951576181,0.04,0.263,1
"Camkk2",0.0470684518028273,-1.34745470153937,0.04,0.263,1
"Por",0.0470684518028273,-0.588255224439034,0.04,0.263,1
"Wipi2",0.0470684518028273,-0.455871570240101,0.04,0.263,1
"Snd1",0.0470684518028273,-0.354048500757441,0.04,0.263,1
"Exoc4",0.0470684518028273,-1.45444098901472,0.04,0.263,1
"Adcyap1r1",0.0470684518028273,-0.321272892046801,0.04,0.263,1
"Uba3",0.0470684518028273,-0.92000965668305,0.04,0.263,1
"Wnk1",0.0470684518028273,-0.67591418057315,0.04,0.263,1
"Parp11",0.0470684518028273,-0.950231204575633,0.04,0.263,1
"Cdkn1b",0.0470684518028273,-1.65860120409518,0.04,0.263,1
"Aebp2",0.0470684518028273,-1.56513682016902,0.04,0.263,1
"Inafm1",0.0470684518028273,-0.588938827509739,0.04,0.263,1
"Tomm40",0.0470684518028273,-1.45994973667007,0.04,0.263,1
"Irgq",0.0470684518028273,-1.01197917074654,0.04,0.263,1
"Arhgef1",0.0470684518028273,-0.880326367148835,0.04,0.263,1
"Zfp60",0.0470684518028273,-0.889363681778901,0.04,0.263,1
"Lin37",0.0470684518028273,-0.720467403042505,0.04,0.263,1
"Kdelr1",0.0470684518028273,-0.422312097348309,0.04,0.263,1
"Mef2a",0.0470684518028273,-0.301050933143045,0.04,0.263,1
"Abhd2",0.0470684518028273,-0.140257768662454,0.04,0.263,1
"Ap3s2",0.0470684518028273,-1.14816222154802,0.04,0.263,1
"Ilk",0.0470684518028273,-1.39455861619751,0.04,0.263,1
"Zfp553",0.0470684518028273,-1.35964453248322,0.04,0.263,1
"Tial1",0.0470684518028273,-1.27473872549511,0.04,0.263,1
"Phrf1",0.0470684518028273,-0.463444142038035,0.04,0.263,1
"Ppfia1",0.0470684518028273,-1.7441002233826,0.04,0.263,1
"Hivep2",0.0470684518028273,-1.15017855381918,0.04,0.263,1
"Med23",0.0470684518028273,-0.22522933848028,0.04,0.263,1
"Rev3l",0.0470684518028273,-0.609945406146835,0.04,0.263,1
"Hk1",0.0470684518028273,-0.276099885808859,0.04,0.263,1
"Phyhipl",0.0470684518028273,-0.952678455980451,0.04,0.263,1
"Cisd1",0.0470684518028273,-0.441166949939713,0.04,0.263,1
"Csnk1g2",0.0470684518028273,-1.72479843892398,0.04,0.263,1
"Ncln",0.0470684518028273,-1.5086675039138,0.04,0.263,1
"Pwp1",0.0470684518028273,-0.894890206872843,0.04,0.263,1
"Scyl2",0.0470684518028273,-1.41912469503425,0.04,0.263,1
"Cdk17",0.0470684518028273,-1.52312268050731,0.04,0.263,1
"Lta4h",0.0470684518028273,-0.191716207532412,0.04,0.263,1
"Csrp2",0.0470684518028273,-0.439775880567542,0.04,0.263,1
"March9",0.0470684518028273,-0.739980695719998,0.04,0.263,1
"Gmip",0.0470684518028273,-1.82660085208889,0.04,0.263,1
"Adgrg1",0.0470684518028273,0.101570169855418,0.04,0.263,1
"Csnk2a2",0.0470684518028273,-1.28639572192145,0.04,0.263,1
"Edc4",0.0470684518028273,-0.655534838330785,0.04,0.263,1
"Zc3h18",0.0470684518028273,-0.679077040133949,0.04,0.263,1
"Trappc2l",0.0470684518028273,-0.825427770317393,0.04,0.263,1
"Chmp1a",0.0470684518028273,-0.577033319525082,0.04,0.263,1
"Gmfb",0.0470684518028273,-0.758688705403028,0.04,0.263,1
"Mapk1ip1l",0.0470684518028273,-0.917275957441449,0.04,0.263,1
"Tmem55b",0.0470684518028273,-1.65860601269012,0.04,0.263,1
"Rpgrip1",0.0470684518028273,0.885092630195066,0.04,0.263,1
"Mettl3",0.0470684518028273,-1.79242852462034,0.04,0.263,1
"Pspc1",0.0470684518028273,-1.03047402714476,0.04,0.263,1
"Cdadc1",0.0470684518028273,-0.262258634274461,0.04,0.263,1
"Cep57",0.0470684518028273,-0.484994728258182,0.04,0.263,1
"Cib2",0.0470684518028273,-0.942339823097778,0.04,0.263,1
"Snx1",0.0470684518028273,-0.643868162119193,0.04,0.263,1
"Mapk6",0.0470684518028273,0.558099798571158,0.04,0.263,1
"Adamts7",0.0470684518028273,-0.979237037227483,0.04,0.263,1
"Atp1b3",0.0470684518028273,-1.51142810350207,0.04,0.263,1
"Mras",0.0470684518028273,-1.59406873666692,0.04,0.263,1
"Cnot10",0.0470684518028273,-0.478938937890531,0.04,0.263,1
"Cpeb4",0.0470684518028273,-0.718287734556771,0.04,0.263,1
"Ulk2",0.0470684518028273,-0.201203562526845,0.04,0.263,1
"Slc25a11",0.0470684518028273,-1.23486638166363,0.04,0.263,1
"Rnf167",0.0470684518028273,-1.0322684960177,0.04,0.263,1
"Nsrp1",0.0470684518028273,-0.444329074628276,0.04,0.263,1
"Poldip2",0.0470684518028273,-1.2311519199116,0.04,0.263,1
