"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dera",0.408862725686047,2.23638794038423,0.04,0,1
"Mgst1",0.408862725686047,2.0657481985874,0.04,0,1
"Slco1c1",0.408862725686047,3.11440165924746,0.04,0,1
"Recql",0.408862725686047,3.78618028125198,0.04,0,1
"Lrmp",0.408862725686047,2.39425110191833,0.04,0,1
"Rassf8",0.408862725686047,2.27484063930545,0.04,0,1
"Ints13",0.408862725686047,3.98272028759011,0.04,0,1
"Lair1",0.408862725686047,2.23638794038423,0.04,0,1
"Nat14",0.408862725686047,3.70463601675923,0.04,0,1
"Zfp444",0.408862725686047,2.27484063930545,0.04,0,1
"Zfp324",0.408862725686047,2.0657481985874,0.04,0,1
"Prkd2",0.408862725686047,3.63210428786456,0.04,0,1
"Ccdc8",0.408862725686047,2.23638794038423,0.04,0,1
"Cd3eap",0.408862725686047,2.27484063930545,0.04,0,1
"Igsf23",0.408862725686047,2.39425110191833,0.04,0,1
"Zfp574",0.408862725686047,2.0657481985874,0.04,0,1
"Tgfb1",0.408862725686047,3.47616769781369,0.04,0,1
"Ltbp4",0.408862725686047,2.97626245697526,0.04,0,1
"Zfp780b",0.408862725686047,2.70820401132987,0.04,0,1
"Gmfg",0.408862725686047,3.47616769781369,0.04,0,1
"Map4k1",0.408862725686047,3.98272028759011,0.04,0,1
"Ppp1r14a",0.408862725686047,3.33908120301838,0.04,0,1
"Zfp14",0.408862725686047,2.97626245697526,0.04,0,1
"Fxyd5",0.408862725686047,2.27484063930545,0.04,0,1
"Ccne1",0.408862725686047,0.180295573373039,0.04,0,1
"Gm26526",0.408862725686047,3.73573699192482,0.04,0,1
"Fcgrt",0.408862725686047,2.39425110191833,0.04,0,1
"Gys1",0.408862725686047,2.39425110191833,0.04,0,1
"Ppp1r15a",0.408862725686047,2.75567614190438,0.04,0,1
"Kcnj14",0.408862725686047,2.75567614190438,0.04,0,1
"Emp3",0.408862725686047,2.23638794038423,0.04,0,1
"Htatip2",0.408862725686047,0.180295573373039,0.04,0,1
"Tjp1",0.408862725686047,3.63210428786456,0.04,0,1
"Pcsk6",0.408862725686047,3.70463601675923,0.04,0,1
"A730056A06Rik",0.408862725686047,2.0657481985874,0.04,0,1
"Akap13",0.408862725686047,2.23638794038423,0.04,0,1
"Klhl25",0.408862725686047,2.70820401132987,0.04,0,1
"Mfge8",0.408862725686047,2.92846900839994,0.04,0,1
"Pex11a",0.408862725686047,2.0657481985874,0.04,0,1
"Mesp2",0.408862725686047,2.70820401132987,0.04,0,1
"Tm6sf1",0.408862725686047,3.15686312278709,0.04,0,1
"Ctsc",0.408862725686047,2.75567614190438,0.04,0,1
"Capn5",0.408862725686047,2.70820401132987,0.04,0,1
"Slco2b1",0.408862725686047,3.63210428786456,0.04,0,1
"Relt",0.408862725686047,2.0657481985874,0.04,0,1
"Arhgef17",0.408862725686047,3.33908120301838,0.04,0,1
"Atg16l2",0.408862725686047,2.23638794038423,0.04,0,1
"Trim12c",0.408862725686047,3.70463601675923,0.04,0,1
"Tpp1",0.408862725686047,2.39425110191833,0.04,0,1
"Parva",0.408862725686047,3.47616769781369,0.04,0,1
"Igsf6",0.408862725686047,2.27484063930545,0.04,0,1
"Zkscan2",0.408862725686047,3.30984941993026,0.04,0,1
"Ccdc189",0.408862725686047,0.180295573373039,0.04,0,1
"Armc5",0.408862725686047,2.39425110191833,0.04,0,1
"Tnni2",0.408862725686047,2.39425110191833,0.04,0,1
"Tnfrsf23",0.408862725686047,2.27484063930545,0.04,0,1
"Gm26793",0.408862725686047,2.97626245697526,0.04,0,1
"Akap12",0.408862725686047,2.0657481985874,0.04,0,1
"Zbtb2",0.408862725686047,3.11440165924746,0.04,0,1
"Fbxo5",0.408862725686047,3.98272028759011,0.04,0,1
"Ifngr1",0.408862725686047,3.83300383176891,0.04,0,1
"Epb41l2",0.408862725686047,2.27484063930545,0.04,0,1
"Nt5dc1",0.408862725686047,2.27484063930545,0.04,0,1
"Ostm1",0.408862725686047,2.0657481985874,0.04,0,1
"F930017D23Rik",0.408862725686047,0.248505840393959,0.04,0,1
"Rtn4ip1",0.408862725686047,3.63210428786456,0.04,0,1
"Msl3l2",0.408862725686047,2.70820401132987,0.04,0,1
"Smpdl3a",0.408862725686047,2.23638794038423,0.04,0,1
"Sgpl1",0.408862725686047,2.75567614190438,0.04,0,1
"Lrrc75b",0.408862725686047,3.33908120301838,0.04,0,1
"Gstt2",0.408862725686047,2.27484063930545,0.04,0,1
"Col18a1",0.408862725686047,4.42604320007873,0.04,0,1
"Itgb2",0.408862725686047,2.23638794038423,0.04,0,1
"Icosl",0.408862725686047,2.23638794038423,0.04,0,1
"Gamt",0.408862725686047,2.39425110191833,0.04,0,1
"Gadd45b",0.408862725686047,2.75567614190438,0.04,0,1
"Hcfc2",0.408862725686047,3.30984941993026,0.04,0,1
"Cry1",0.408862725686047,2.23638794038423,0.04,0,1
"Fbxo7",0.408862725686047,0.24727896542597,0.04,0,1
"Galnt4",0.408862725686047,2.0657481985874,0.04,0,1
"Mettl1",0.408862725686047,2.0657481985874,0.04,0,1
"Ndufa4l2",0.408862725686047,0.180295573373039,0.04,0,1
"Prim1",0.408862725686047,3.11440165924746,0.04,0,1
"Cdk2",0.408862725686047,2.75567614190438,0.04,0,1
"Ormdl2",0.408862725686047,2.39425110191833,0.04,0,1
"Shcbp1",0.408862725686047,3.47616769781369,0.04,0,1
"3930402G23Rik",0.408862725686047,2.0657481985874,0.04,0,1
"Col4a1",0.408862725686047,3.47616769781369,0.04,0,1
"Rab20",0.408862725686047,2.39425110191833,0.04,0,1
"Rasa3",0.408862725686047,2.0657481985874,0.04,0,1
"Plpp5",0.408862725686047,2.0657481985874,0.04,0,1
"Pomk",0.408862725686047,2.27484063930545,0.04,0,1
"Rbpms",0.408862725686047,2.23638794038423,0.04,0,1
"Fam149a",0.408862725686047,2.89157935963377,0.04,0,1
"Wwc2",0.408862725686047,3.70463601675923,0.04,0,1
"Palld",0.408862725686047,5.23241526997044,0.04,0,1
"Lpl",0.408862725686047,2.27484063930545,0.04,0,1
"Zfp963",0.408862725686047,2.0657481985874,0.04,0,1
"Lrrc25",0.408862725686047,2.75567614190438,0.04,0,1
"Hmox1",0.408862725686047,2.39425110191833,0.04,0,1
"Usp38",0.408862725686047,2.70820401132987,0.04,0,1
"Nanos3",0.408862725686047,3.78618028125198,0.04,0,1
"Fbxw9",0.408862725686047,2.0657481985874,0.04,0,1
"Mylk3",0.408862725686047,0.690580316923536,0.04,0,1
"Adcy7",0.408862725686047,2.23638794038423,0.04,0,1
"Rbl2",0.408862725686047,2.70820401132987,0.04,0,1
"Lpcat2",0.408862725686047,2.39425110191833,0.04,0,1
"Cpne2",0.408862725686047,3.70463601675923,0.04,0,1
"Dok4",0.408862725686047,3.63210428786456,0.04,0,1
"Cmtm4",0.408862725686047,3.70463601675923,0.04,0,1
"Fbxl8",0.408862725686047,3.11508588980532,0.04,0,1
"Utp4",0.408862725686047,3.30984941993026,0.04,0,1
"Cmtr2",0.408862725686047,2.89157935963377,0.04,0,1
"Tmem231",0.408862725686047,0.406831451418197,0.04,0,1
"Wfdc1",0.408862725686047,3.47616769781369,0.04,0,1
"Gins2",0.408862725686047,2.0657481985874,0.04,0,1
"Irf8",0.408862725686047,2.23638794038423,0.04,0,1
"Slc7a5",0.408862725686047,3.47616769781369,0.04,0,1
"Galns",0.408862725686047,0.180295573373039,0.04,0,1
"Kctd6",0.408862725686047,2.39425110191833,0.04,0,1
"Gm2237",0.408862725686047,3.30984941993026,0.04,0,1
"Comtd1",0.408862725686047,3.30984941993026,0.04,0,1
"A430057M04Rik",0.408862725686047,2.75567614190438,0.04,0,1
"Zcchc24",0.408862725686047,2.0657481985874,0.04,0,1
"Slmap",0.408862725686047,3.73573699192482,0.04,0,1
"Ogdhl",0.408862725686047,2.70820401132987,0.04,0,1
"1810011H11Rik",0.408862725686047,2.23638794038423,0.04,0,1
"Ero1l",0.408862725686047,3.47616769781369,0.04,0,1
"Cgrrf1",0.408862725686047,0.24727896542597,0.04,0,1
"Dlgap5",0.408862725686047,3.11440165924746,0.04,0,1
"Slc7a8",0.408862725686047,3.30984941993026,0.04,0,1
"Mdp1",0.408862725686047,3.70463601675923,0.04,0,1
"Gm27010",0.408862725686047,3.30984941993026,0.04,0,1
"Pbk",0.408862725686047,2.23638794038423,0.04,0,1
"Kctd9",0.408862725686047,2.70820401132987,0.04,0,1
"Lcp1",0.408862725686047,3.47616769781369,0.04,0,1
"Gpalpp1",0.408862725686047,3.33908120301838,0.04,0,1
"Ccdc122",0.408862725686047,3.73573699192482,0.04,0,1
"Pcdh17",0.408862725686047,3.30984941993026,0.04,0,1
"Dach1",0.408862725686047,3.73573699192482,0.04,0,1
"Dct",0.408862725686047,3.70463601675923,0.04,0,1
"Tmem123",0.408862725686047,2.23638794038423,0.04,0,1
"Birc3",0.408862725686047,3.63210428786456,0.04,0,1
"Arhgap42",0.408862725686047,2.0657481985874,0.04,0,1
"Olfr77",0.408862725686047,2.75567614190438,0.04,0,1
"Icam1",0.408862725686047,2.39425110191833,0.04,0,1
"Timm29",0.408862725686047,3.98272028759011,0.04,0,1
"Kank2",0.408862725686047,2.0657481985874,0.04,0,1
"Chek1",0.408862725686047,3.73573699192482,0.04,0,1
"Nrgn",0.408862725686047,2.0657481985874,0.04,0,1
"Mcam",0.408862725686047,3.47616769781369,0.04,0,1
"Il10ra",0.408862725686047,2.23638794038423,0.04,0,1
"Nxpe4",0.408862725686047,3.30984941993026,0.04,0,1
"Npat",0.408862725686047,3.30984941993026,0.04,0,1
"Senp8",0.408862725686047,2.23638794038423,0.04,0,1
"Uaca",0.408862725686047,4.58719588059332,0.04,0,1
"Dennd4a",0.408862725686047,2.89157935963377,0.04,0,1
"Aph1c",0.408862725686047,2.27484063930545,0.04,0,1
"Cgnl1",0.408862725686047,3.63210428786456,0.04,0,1
"Mns1",0.408862725686047,3.98272028759011,0.04,0,1
"Tpbg",0.408862725686047,3.70463601675923,0.04,0,1
"Bcl2a1b",0.408862725686047,2.39425110191833,0.04,0,1
"Ctsh",0.408862725686047,2.27484063930545,0.04,0,1
"Tbc1d2b",0.408862725686047,2.89157935963377,0.04,0,1
"Gm28703",0.408862725686047,2.97626245697526,0.04,0,1
"Zic4",0.408862725686047,4.4652133725109,0.04,0,1
"Trpc1",0.408862725686047,3.30984941993026,0.04,0,1
"Cep63",0.408862725686047,3.98272028759011,0.04,0,1
"Slco2a1",0.408862725686047,3.47616769781369,0.04,0,1
"1300017J02Rik",0.408862725686047,0.24727896542597,0.04,0,1
"Acy1",0.408862725686047,3.78618028125198,0.04,0,1
"4930524O07Rik",0.408862725686047,3.11440165924746,0.04,0,1
"Ifrd2",0.408862725686047,0.24727896542597,0.04,0,1
"Traip",0.408862725686047,0.343662527776675,0.04,0,1
"Klhdc8b",0.408862725686047,3.47616769781369,0.04,0,1
"Lamb2",0.408862725686047,3.70463601675923,0.04,0,1
"Ccdc51",0.408862725686047,2.27484063930545,0.04,0,1
"Cx3cr1",0.408862725686047,2.27484063930545,0.04,0,1
"Gorasp1",0.408862725686047,2.39425110191833,0.04,0,1
"Csrnp1",0.408862725686047,3.47616769781369,0.04,0,1
"Sf3a1",0.408862725686047,2.89157935963377,0.04,0,1
"Tbc1d10a",0.408862725686047,2.97626245697526,0.04,0,1
"Emid1",0.408862725686047,3.73573699192482,0.04,0,1
"Urgcp",0.408862725686047,3.63210428786456,0.04,0,1
"Igfbp3",0.408862725686047,3.47616769781369,0.04,0,1
"Grb10",0.408862725686047,3.73573699192482,0.04,0,1
"Egfr",0.408862725686047,2.0657481985874,0.04,0,1
"Ugp2",0.408862725686047,2.27484063930545,0.04,0,1
"Prorsd1",0.408862725686047,2.27484063930545,0.04,0,1
"Acyp2",0.408862725686047,0.114346807732734,0.04,0,1
"Hbq1b",0.408862725686047,0.357585648473803,0.04,0,1
"Dock2",0.408862725686047,2.27484063930545,0.04,0,1
"Hmmr",0.408862725686047,3.11508588980532,0.04,0,1
"Ccnjl",0.408862725686047,3.63210428786456,0.04,0,1
"Gm12166",0.408862725686047,2.23638794038423,0.04,0,1
"Tcf7",0.408862725686047,3.47616769781369,0.04,0,1
"Anxa6",0.408862725686047,3.63210428786456,0.04,0,1
"Slc36a1",0.408862725686047,3.30984941993026,0.04,0,1
"Gm16062",0.408862725686047,2.39425110191833,0.04,0,1
"Tnfrsf13b",0.408862725686047,3.67212904461229,0.04,0,1
"Aurkb",0.408862725686047,3.98272028759011,0.04,0,1
"9330160F10Rik",0.408862725686047,2.23638794038423,0.04,0,1
"Kcnab3",0.408862725686047,3.30984941993026,0.04,0,1
"Cd68",0.408862725686047,2.39425110191833,0.04,0,1
"Slc16a13",0.408862725686047,3.47616769781369,0.04,0,1
"Pld2",0.408862725686047,2.75567614190438,0.04,0,1
"Eno3",0.408862725686047,2.89157935963377,0.04,0,1
"Srr",0.408862725686047,2.97626245697526,0.04,0,1
"Hic1",0.408862725686047,3.63210428786456,0.04,0,1
"Pipox",0.408862725686047,3.78618028125198,0.04,0,1
"Tmem97",0.408862725686047,3.73573699192482,0.04,0,1
"Lyrm9",0.408862725686047,2.23638794038423,0.04,0,1
"Ccl2",0.408862725686047,4.05038261536495,0.04,0,1
"Ccl12",0.408862725686047,3.11508588980532,0.04,0,1
"Slfn2",0.408862725686047,2.27484063930545,0.04,0,1
"Rnft1",0.408862725686047,2.0657481985874,0.04,0,1
"Coil",0.408862725686047,2.75567614190438,0.04,0,1
"Gngt2",0.408862725686047,2.27484063930545,0.04,0,1
"Jup",0.408862725686047,2.70820401132987,0.04,0,1
"Rdm1",0.408862725686047,2.23638794038423,0.04,0,1
"Etv4",0.408862725686047,3.11440165924746,0.04,0,1
"Arhgap27",0.408862725686047,2.23638794038423,0.04,0,1
"Pecam1",0.408862725686047,3.63210428786456,0.04,0,1
"1810010H24Rik",0.408862725686047,2.70820401132987,0.04,0,1
"Ttyh2",0.408862725686047,0.343662527776675,0.04,0,1
"Slc9a3r1",0.408862725686047,3.11440165924746,0.04,0,1
"Syngr2",0.408862725686047,3.63210428786456,0.04,0,1
"Socs3",0.408862725686047,2.39425110191833,0.04,0,1
"Lgals3bp",0.408862725686047,2.75567614190438,0.04,0,1
"Sgsh",0.408862725686047,2.0657481985874,0.04,0,1
"Baiap2",0.408862725686047,3.63210428786456,0.04,0,1
"Dcxr",0.408862725686047,2.97626245697526,0.04,0,1
"Metrnl",0.408862725686047,2.0657481985874,0.04,0,1
"Net1",0.408862725686047,3.63210428786456,0.04,0,1
"Hist1h2bm",0.408862725686047,2.23638794038423,0.04,0,1
"Hist1h2bj",0.408862725686047,0.180295573373039,0.04,0,1
"Hist1h2ae",0.408862725686047,3.11440165924746,0.04,0,1
"Hist1h3c",0.408862725686047,0.180295573373039,0.04,0,1
"Acot13",0.408862725686047,3.78618028125198,0.04,0,1
"Wrnip1",0.408862725686047,2.97626245697526,0.04,0,1
"Serpinb6b",0.408862725686047,3.11508588980532,0.04,0,1
"Pxdc1",0.408862725686047,3.47616769781369,0.04,0,1
"Ninj1",0.408862725686047,2.27484063930545,0.04,0,1
"Secisbp2",0.408862725686047,2.75567614190438,0.04,0,1
"Dok3",0.408862725686047,3.30984941993026,0.04,0,1
"Pcbd2",0.408862725686047,0.180295573373039,0.04,0,1
"Rmi1",0.408862725686047,3.11440165924746,0.04,0,1
"Aaed1",0.408862725686047,2.27484063930545,0.04,0,1
"Cep72",0.408862725686047,2.23638794038423,0.04,0,1
"Erap1",0.408862725686047,3.47616769781369,0.04,0,1
"3110006O06Rik",0.408862725686047,3.11440165924746,0.04,0,1
"Gm5086",0.408862725686047,2.39425110191833,0.04,0,1
"Ocln",0.408862725686047,3.63210428786456,0.04,0,1
"Ccnb1",0.408862725686047,2.23638794038423,0.04,0,1
"Cd180",0.408862725686047,2.75567614190438,0.04,0,1
"Il6st",0.408862725686047,3.70463601675923,0.04,0,1
"2700049A03Rik",0.408862725686047,3.30984941993026,0.04,0,1
"Mnat1",0.408862725686047,3.33908120301838,0.04,0,1
"Mthfd1",0.408862725686047,3.11440165924746,0.04,0,1
"Smoc1",0.408862725686047,3.78618028125198,0.04,0,1
"Pnma1",0.408862725686047,2.89157935963377,0.04,0,1
"Ptgr2",0.408862725686047,2.39425110191833,0.04,0,1
"Flvcr2",0.408862725686047,3.47616769781369,0.04,0,1
"Kcnk13",0.408862725686047,2.23638794038423,0.04,0,1
"Ifi27",0.408862725686047,2.27484063930545,0.04,0,1
"Atg2b",0.408862725686047,3.30984941993026,0.04,0,1
"Slc25a29",0.408862725686047,3.11440165924746,0.04,0,1
"Exoc3l4",0.408862725686047,3.47616769781369,0.04,0,1
"Zfyve21",0.408862725686047,2.75567614190438,0.04,0,1
"Zbtb42",0.408862725686047,3.70463601675923,0.04,0,1
"Pld4",0.408862725686047,3.83300383176891,0.04,0,1
"Crip1",0.408862725686047,2.39425110191833,0.04,0,1
"Ropn1l",0.408862725686047,2.0657481985874,0.04,0,1
"Snhg18",0.408862725686047,3.78618028125198,0.04,0,1
"Laptm4b",0.408862725686047,2.39425110191833,0.04,0,1
"Rida",0.408862725686047,3.47616769781369,0.04,0,1
"Fzd6",0.408862725686047,3.70463601675923,0.04,0,1
"Samd12",0.408862725686047,2.89157935963377,0.04,0,1
"Tbc1d31",0.408862725686047,2.39425110191833,0.04,0,1
"Fbxo32",0.408862725686047,3.30984941993026,0.04,0,1
"Trib1",0.408862725686047,3.73573699192482,0.04,0,1
"Fam84b",0.408862725686047,2.70820401132987,0.04,0,1
"Sla",0.408862725686047,2.23638794038423,0.04,0,1
"Arc",0.408862725686047,2.0657481985874,0.04,0,1
"Ly6a",0.408862725686047,3.47616769781369,0.04,0,1
"Ly6c1",0.408862725686047,5.15687279863269,0.04,0,1
"Tsta3",0.408862725686047,2.89157935963377,0.04,0,1
"Ccdc166",0.408862725686047,2.0657481985874,0.04,0,1
"Mroh1",0.408862725686047,2.70820401132987,0.04,0,1
"Kifc2",0.408862725686047,3.30984941993026,0.04,0,1
"Apol11a",0.408862725686047,0.248505840393959,0.04,0,1
"Myh9",0.408862725686047,2.23638794038423,0.04,0,1
"Cyth4",0.408862725686047,3.28600622505895,0.04,0,1
"Cdc42ep1",0.408862725686047,3.70463601675923,0.04,0,1
"Maff",0.408862725686047,2.70820401132987,0.04,0,1
"Mkl1",0.408862725686047,3.70463601675923,0.04,0,1
"Serhl",0.408862725686047,3.63210428786456,0.04,0,1
"Parvb",0.408862725686047,3.63210428786456,0.04,0,1
"Tbc1d22a",0.408862725686047,0.114346807732734,0.04,0,1
"AC146911.1",0.408862725686047,2.70820401132987,0.04,0,1
"Ano6",0.408862725686047,2.70820401132987,0.04,0,1
"Troap",0.408862725686047,3.11440165924746,0.04,0,1
"Smagp",0.408862725686047,2.39425110191833,0.04,0,1
"Bin2",0.408862725686047,2.23638794038423,0.04,0,1
"Nr4a1",0.408862725686047,4.42604320007873,0.04,0,1
"Sp1",0.408862725686047,3.30984941993026,0.04,0,1
"Nckap1l",0.408862725686047,2.23638794038423,0.04,0,1
"AU021092",0.408862725686047,4.42604320007873,0.04,0,1
"Rmi2",0.408862725686047,3.78618028125198,0.04,0,1
"Mzt2",0.408862725686047,2.23638794038423,0.04,0,1
"Cebpd",0.408862725686047,2.23638794038423,0.04,0,1
"Spag6l",0.408862725686047,2.97626245697526,0.04,0,1
"2610318N02Rik",0.408862725686047,0.24727896542597,0.04,0,1
"Klhl6",0.408862725686047,2.27484063930545,0.04,0,1
"Etv5",0.408862725686047,3.81574424683469,0.04,0,1
"Lppos",0.408862725686047,3.33908120301838,0.04,0,1
"Hes1",0.408862725686047,3.47616769781369,0.04,0,1
"Fam43a",0.408862725686047,2.75567614190438,0.04,0,1
"Tctex1d2",0.408862725686047,2.75567614190438,0.04,0,1
"Lmln",0.408862725686047,0.406831451418197,0.04,0,1
"Osbpl11",0.408862725686047,2.89157935963377,0.04,0,1
"Sema5b",0.408862725686047,3.78618028125198,0.04,0,1
"Hspbap1",0.408862725686047,3.30984941993026,0.04,0,1
"Cd86",0.408862725686047,3.28600622505895,0.04,0,1
"Rabl3",0.408862725686047,3.11440165924746,0.04,0,1
"Igsf11",0.408862725686047,3.70463601675923,0.04,0,1
"Nfkbiz",0.408862725686047,3.47616769781369,0.04,0,1
"St3gal6",0.408862725686047,3.11440165924746,0.04,0,1
"Nsun3",0.408862725686047,2.0657481985874,0.04,0,1
"Htr1f",0.408862725686047,3.11440165924746,0.04,0,1
"Olig1",0.408862725686047,2.92846900839994,0.04,0,1
"Tmem50b",0.408862725686047,2.89157935963377,0.04,0,1
"Pigp",0.408862725686047,2.23638794038423,0.04,0,1
"Tbp",0.408862725686047,2.97626245697526,0.04,0,1
"Tnfrsf12a",0.408862725686047,3.11440165924746,0.04,0,1
"Uhrf1bp1",0.408862725686047,2.70820401132987,0.04,0,1
"Fgd2",0.408862725686047,2.27484063930545,0.04,0,1
"Cbs",0.408862725686047,3.11440165924746,0.04,0,1
"Myo1f",0.408862725686047,2.27484063930545,0.04,0,1
"H2-K1",0.408862725686047,2.0657481985874,0.04,0,1
"Psmb9",0.408862725686047,2.23638794038423,0.04,0,1
"Gpsm3",0.408862725686047,2.23638794038423,0.04,0,1
"H2-D1",0.408862725686047,2.75567614190438,0.04,0,1
"2310061I04Rik",0.408862725686047,2.89157935963377,0.04,0,1
"Cenpq",0.408862725686047,2.23638794038423,0.04,0,1
"Xpo5",0.408862725686047,2.27484063930545,0.04,0,1
"Pex6",0.408862725686047,2.27484063930545,0.04,0,1
"Bysl",0.408862725686047,2.75567614190438,0.04,0,1
"Mdfi",0.408862725686047,2.27484063930545,0.04,0,1
"Kat2b",0.408862725686047,3.30984941993026,0.04,0,1
"Sgo1",0.408862725686047,3.11440165924746,0.04,0,1
"Pot1b",0.408862725686047,3.70463601675923,0.04,0,1
"Zfp959",0.408862725686047,2.70820401132987,0.04,0,1
"Plin3",0.408862725686047,2.27484063930545,0.04,0,1
"Fer",0.408862725686047,2.75567614190438,0.04,0,1
"Tgif1",0.408862725686047,2.23638794038423,0.04,0,1
"Rasgrp3",0.408862725686047,2.27484063930545,0.04,0,1
"Heatr5b",0.408862725686047,3.30984941993026,0.04,0,1
"Zfp36l2",0.408862725686047,2.39425110191833,0.04,0,1
"Msh6",0.408862725686047,2.0657481985874,0.04,0,1
"Bambi",0.408862725686047,2.0657481985874,0.04,0,1
"Map3k8",0.408862725686047,2.39425110191833,0.04,0,1
"Zfp438",0.408862725686047,3.11440165924746,0.04,0,1
"Ss18",0.408862725686047,2.0657481985874,0.04,0,1
"Gypc",0.408862725686047,2.0657481985874,0.04,0,1
"Cdc25c",0.408862725686047,3.11440165924746,0.04,0,1
"Pcdhb8",0.408862725686047,3.70463601675923,0.04,0,1
"Pcdhgb4",0.408862725686047,3.70463601675923,0.04,0,1
"Arap3",0.408862725686047,2.23638794038423,0.04,0,1
"Tnfaip8",0.408862725686047,2.23638794038423,0.04,0,1
"Srfbp1",0.408862725686047,2.0657481985874,0.04,0,1
"Ccbe1",0.408862725686047,2.89157935963377,0.04,0,1
"Gm26910",0.408862725686047,2.89157935963377,0.04,0,1
"Ldlrad4",0.408862725686047,0.114346807732734,0.04,0,1
"Smad2",0.408862725686047,3.11440165924746,0.04,0,1
"Haus1",0.408862725686047,2.0657481985874,0.04,0,1
"Mbp",0.408862725686047,3.78618028125198,0.04,0,1
"Pitpnm1",0.408862725686047,2.0657481985874,0.04,0,1
"Tmem151a",0.408862725686047,2.0657481985874,0.04,0,1
"Efemp2",0.408862725686047,2.0657481985874,0.04,0,1
"Rasgrp2",0.408862725686047,3.63210428786456,0.04,0,1
"Dnajc4",0.408862725686047,2.39425110191833,0.04,0,1
"Fermt3",0.408862725686047,2.23638794038423,0.04,0,1
"Ahnak",0.408862725686047,3.63210428786456,0.04,0,1
"Asrgl1",0.408862725686047,2.70820401132987,0.04,0,1
"Tmem109",0.408862725686047,2.75567614190438,0.04,0,1
"Ms4a6d",0.408862725686047,2.23638794038423,0.04,0,1
"Fam111a",0.408862725686047,3.63210428786456,0.04,0,1
"Tle4",0.408862725686047,3.81574424683469,0.04,0,1
"Mamdc2",0.408862725686047,3.11440165924746,0.04,0,1
"Apba1",0.408862725686047,2.89157935963377,0.04,0,1
"Tjp2",0.408862725686047,3.47616769781369,0.04,0,1
"1700018L02Rik",0.408862725686047,3.30984941993026,0.04,0,1
"Rcl1",0.408862725686047,2.27484063930545,0.04,0,1
"Ifit2",0.408862725686047,3.73573699192482,0.04,0,1
"Kif20b",0.408862725686047,2.23638794038423,0.04,0,1
"Cep55",0.408862725686047,3.11440165924746,0.04,0,1
"Ubtd1",0.408862725686047,2.97626245697526,0.04,0,1
"Crtac1",0.408862725686047,3.78618028125198,0.04,0,1
"Cutc",0.408862725686047,3.63210428786456,0.04,0,1
"Poll",0.408862725686047,2.23638794038423,0.04,0,1
"Fbxw4",0.408862725686047,2.27484063930545,0.04,0,1
"Sufu",0.408862725686047,2.70820401132987,0.04,0,1
"Cnnm2",0.408862725686047,2.70820401132987,0.04,0,1
"Afap1l2",0.408862725686047,3.11440165924746,0.04,0,1
"Rps12-ps3",0.408862725686047,2.39425110191833,0.04,0,1
"E330013P04Rik",0.408862725686047,3.70463601675923,0.04,0,1
"Grk5",0.408862725686047,0.180295573373039,0.04,0,1
"Rusc1",0.410421391986722,0.476853892300495,0.16,0.316,1
"Abracl",0.410421391986722,0.609533954402607,0.16,0.316,1
"Wtap",0.410421391986722,0.223885931472721,0.16,0.316,1
"Bbip1",0.410421391986722,0.383830385579017,0.16,0.316,1
"Btg2",0.416062607350218,-0.904558519112063,0.04,0.105,1
"Itga6",0.416062607350218,-0.916755054103862,0.04,0.105,1
"Suv39h1",0.416062607350218,-0.954882251244996,0.04,0.105,1
"Wrap73",0.416062607350218,-0.838566616075089,0.04,0.105,1
"Slit2",0.416062607350218,-0.617714621873557,0.04,0.105,1
"Sipa1l2",0.416062607350218,-1.01964979521061,0.04,0.105,1
"Ezr",0.416062607350218,-1.00913462947676,0.04,0.105,1
"Dlk2",0.416062607350218,-0.925360020788098,0.04,0.105,1
"Ubr2",0.416062607350218,-1.0343973807379,0.04,0.105,1
"Lman1",0.416062607350218,-1.12806054517023,0.04,0.105,1
"Trir",0.416370254299781,0.299205928554018,0.36,0.526,1
"Hccs",0.419327293065187,2.81443931547023,0.12,0.053,1
"Mrps28",0.419327293065187,2.87156431944864,0.12,0.053,1
"Lix1l",0.419327293065187,3.28325502836754,0.12,0.053,1
"Phgdh",0.419327293065187,3.30559737261141,0.12,0.053,1
"Eps15",0.419327293065187,2.78184521595106,0.12,0.053,1
"Cdca8",0.419327293065187,3.14763340768995,0.12,0.053,1
"Cabp1",0.419327293065187,2.99087440228533,0.12,0.053,1
"Lig1",0.419327293065187,2.77617426622172,0.12,0.053,1
"Pycard",0.419327293065187,3.01854337445704,0.12,0.053,1
"Nt5dc2",0.419327293065187,3.39327219354869,0.12,0.053,1
"Kpna3",0.419327293065187,2.44932482380267,0.12,0.053,1
"Spry2",0.419327293065187,4.51692543383085,0.12,0.053,1
"H2afx",0.419327293065187,3.82152077304429,0.12,0.053,1
"Rpl10-ps3",0.419327293065187,1.8629747430913,0.12,0.053,1
"Hexa",0.419327293065187,2.96469185056191,0.12,0.053,1
"Cmc1",0.419327293065187,2.83879223853469,0.12,0.053,1
"Nudcd2",0.419327293065187,2.98196041128223,0.12,0.053,1
"Ccdc43",0.419327293065187,3.19831615255207,0.12,0.053,1
"Lima1",0.419327293065187,2.42395117983727,0.12,0.053,1
"Parn",0.419327293065187,2.08865014946254,0.12,0.053,1
"Sdf2l1",0.419327293065187,3.0196266327953,0.12,0.053,1
