"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ciz1",0.00271170515665742,0.912023280685732,0.316,0.026,1,"1","Ciz1"
"Cacnb4",0.00271170515665742,2.13496551227551,0.316,0.026,1,"1","Cacnb4"
"Sp9",0.00271170515665742,1.60386591590862,0.316,0.026,1,"1","Sp9"
"Osbpl6",0.00271170515665742,1.73607865896186,0.316,0.026,1,"1","Osbpl6"
"Cstf3",0.00271170515665742,1.23218739233658,0.316,0.026,1,"1","Cstf3"
"Rbm12",0.00271170515665742,2.15827474328141,0.316,0.026,1,"1","Rbm12"
"Tle1",0.00271170515665742,1.96859310114944,0.316,0.026,1,"1","Tle1"
"Zyg11b",0.00271170515665742,1.5379803651073,0.316,0.026,1,"1","Zyg11b"
"Zfp46",0.00271170515665742,1.31823234727727,0.316,0.026,1,"1","Zfp46"
"Prdm2",0.00271170515665742,2.4090395116313,0.316,0.026,1,"1","Prdm2"
"5031425E22Rik",0.00271170515665742,2.62755321938429,0.316,0.026,1,"1","5031425E22Rik"
"Polr2b",0.00271170515665742,2.96861204434978,0.316,0.026,1,"1","Polr2b"
"Rab35",0.00271170515665742,2.04609801395602,0.316,0.026,1,"1","Rab35"
"Ddx55",0.00271170515665742,2.25343846663836,0.316,0.026,1,"1","Ddx55"
"Vps37d",0.00271170515665742,2.92662368076986,0.316,0.026,1,"1","Vps37d"
"Plxna4",0.00271170515665742,2.58549398812314,0.316,0.026,1,"1","Plxna4"
"Arl6ip5",0.00271170515665742,1.2258490623833,0.316,0.026,1,"1","Arl6ip5"
"Zfp9",0.00271170515665742,1.3148379534772,0.316,0.026,1,"1","Zfp9"
"Rtn2",0.00271170515665742,2.64677916392375,0.316,0.026,1,"1","Rtn2"
"Irf3",0.00271170515665742,1.76738634231797,0.316,0.026,1,"1","Irf3"
"Tm2d3",0.00271170515665742,0.885877977481054,0.316,0.026,1,"1","Tm2d3"
"Ino80e",0.00271170515665742,2.24278634654784,0.316,0.026,1,"1","Ino80e"
"Stx1b",0.00271170515665742,1.66695485603833,0.316,0.026,1,"1","Stx1b"
"Cttn",0.00271170515665742,1.53158611661486,0.316,0.026,1,"1","Cttn"
"9330159F19Rik",0.00271170515665742,2.55811528803202,0.316,0.026,1,"1","9330159F19Rik"
"Ppfia2",0.00271170515665742,2.76689842287334,0.316,0.026,1,"1","Ppfia2"
"Krr1",0.00271170515665742,1.44220410360409,0.316,0.026,1,"1","Krr1"
"Mau2",0.00271170515665742,2.79836856535761,0.316,0.026,1,"1","Mau2"
"Mast1",0.00271170515665742,1.40284494134596,0.316,0.026,1,"1","Mast1"
"4931428F04Rik",0.00271170515665742,2.22372243269603,0.316,0.026,1,"1","4931428F04Rik"
"Afg3l1",0.00271170515665742,0.70586861249354,0.316,0.026,1,"1","Afg3l1"
"Jph4",0.00271170515665742,1.21073763949233,0.316,0.026,1,"1","Jph4"
"Enox1",0.00271170515665742,2.32802831195633,0.316,0.026,1,"1","Enox1"
"Pcdh8",0.00271170515665742,2.47974889738758,0.316,0.026,1,"1","Pcdh8"
"Alkbh8",0.00271170515665742,1.79059544044837,0.316,0.026,1,"1","Alkbh8"
"Wdr82",0.00271170515665742,2.5184418492328,0.316,0.026,1,"1","Wdr82"
"Ip6k1",0.00271170515665742,1.49875217569363,0.316,0.026,1,"1","Ip6k1"
"Dync1li1",0.00271170515665742,1.1480316700296,0.316,0.026,1,"1","Dync1li1"
"Exosc7",0.00271170515665742,2.02794547864093,0.316,0.026,1,"1","Exosc7"
"Zfp2",0.00271170515665742,2.24180514074707,0.316,0.026,1,"1","Zfp2"
"Polr2a",0.00271170515665742,1.31425149108819,0.316,0.026,1,"1","Polr2a"
"Zfp131",0.00271170515665742,2.61625388731543,0.316,0.026,1,"1","Zfp131"
"Ppil2",0.00271170515665742,2.59660456632709,0.316,0.026,1,"1","Ppil2"
"Atp13a3",0.00271170515665742,2.43958678581842,0.316,0.026,1,"1","Atp13a3"
"Celf1",0.0027519488937614,0.836563500092141,0.737,0.237,1,"1","Celf1"
"Hikeshi",0.0027544081414922,0.299156324130288,0.526,0.132,1,"1","Hikeshi"
"Selenok",0.0028386283425035,1.25838262846616,0.684,0.263,1,"1","Selenok"
"Deaf1",0.00285574676688202,0.950932290919771,0.474,0.105,1,"1","Deaf1"
"Gars",0.00287682735017223,2.82017507967835,0.421,0.105,1,"1","Gars"
"Emsy",0.0028822435837686,1.11561956038049,0.579,0.132,1,"1","Emsy"
"Brsk1",0.00294330722933896,1.92269954947694,0.368,0.053,1,"1","Brsk1"
"Skiv2l2",0.00294330722933896,2.21791396391084,0.368,0.053,1,"1","Skiv2l2"
"Hdac7",0.00294330722933896,1.6302784327807,0.368,0.053,1,"1","Hdac7"
"Med15",0.00294330722933896,2.19343104584347,0.368,0.053,1,"1","Med15"
"Msh2",0.00294330722933896,2.78049542013946,0.368,0.053,1,"1","Msh2"
"Sec11a",0.00295826554856918,1.26423455885693,0.526,0.132,1,"1","Sec11a"
"Cirbp",0.00305216205828494,1.02692124949673,0.895,0.368,1,"1","Cirbp"
"Cct3",0.0031038120331104,0.433196898492234,0.789,0.263,1,"1","Cct3"
"Med19",0.00318811376098123,1.79319962368329,0.421,0.079,1,"1","Med19"
"Snrpb2",0.00318811376098123,2.1933402725274,0.421,0.079,1,"1","Snrpb2"
"Ing1",0.00318811376098123,1.68008029566036,0.421,0.079,1,"1","Ing1"
"Prpf6",0.00320947272058431,2.24752806337039,0.368,0.053,1,"1","Prpf6"
"Cyp51",0.00320947272058431,2.41361474209063,0.368,0.053,1,"1","Cyp51"
"Jarid2",0.00320947272058431,2.29895123261433,0.368,0.053,1,"1","Jarid2"
"Robo1",0.00320947272058431,2.05717356280693,0.368,0.053,1,"1","Robo1"
"Zfp326",0.00321443119677354,0.620387784449364,0.526,0.105,1,"1","Zfp326"
"Thoc7",0.00321443119677354,0.277403753491745,0.526,0.105,1,"1","Thoc7"
"Tsg101",0.00331082420295419,1.89341313924387,0.526,0.158,1,"1","Tsg101"
"Psmb2",0.00339813330109747,1.45981841973533,0.632,0.211,1,"1","Psmb2"
"Arhgap35",0.00345101115649677,1.53440073902615,0.421,0.079,1,"1","Arhgap35"
"Cnrip1",0.00345101115649677,1.53519541850836,0.421,0.079,1,"1","Cnrip1"
"Ncoa1",0.00345101115649677,1.65330374019372,0.421,0.079,1,"1","Ncoa1"
"Spast",0.00345101115649677,1.40572800848701,0.421,0.079,1,"1","Spast"
"Scaf1",0.00349739925391264,1.9920457730722,0.368,0.053,1,"1","Scaf1"
"Yipf5",0.00349739925391264,0.800895768415925,0.368,0.053,1,"1","Yipf5"
"Cox7a2",0.00354801036837403,1.08247014287436,0.842,0.474,1,"1","Cox7a2"
"Mrpl23",0.00357112769897346,1.20833187872785,0.474,0.105,1,"1","Mrpl23"
"Atxn7l3b",0.00361048720338828,0.641741760696622,0.789,0.289,1,"1","Atxn7l3b"
"Auh",0.00362178572075351,2.67582527506705,0.421,0.105,1,"1","Auh"
"Mgat4b",0.00365518041626775,0.987643069224026,0.526,0.132,1,"1","Mgat4b"
"H2afy2",0.00365812709875058,0.955277845079472,0.684,0.211,1,"1","H2afy2"
"Fam168b",0.00373349676421651,1.42496315736044,0.421,0.079,1,"1","Fam168b"
"Tspan5",0.00373349676421651,0.92337864700761,0.421,0.079,1,"1","Tspan5"
"Aff4",0.00373349676421651,1.63182475900401,0.421,0.079,1,"1","Aff4"
"Ddx46",0.00373349676421651,1.49411302262143,0.421,0.079,1,"1","Ddx46"
"Zfand5",0.00373349676421651,1.75137307910074,0.421,0.079,1,"1","Zfand5"
"Sorbs1",0.00373349676421651,0.559450448215381,0.421,0.079,1,"1","Sorbs1"
"Fmnl2",0.00380864452416567,1.42508278202409,0.368,0.053,1,"1","Fmnl2"
"Itpa",0.00380864452416567,0.773093717721088,0.368,0.053,1,"1","Itpa"
"Wbp1",0.00380864452416567,2.0719122143414,0.368,0.053,1,"1","Wbp1"
"Ngrn",0.00380864452416567,2.28530303696631,0.368,0.053,1,"1","Ngrn"
"Slc25a1",0.00380864452416567,1.80822610139484,0.368,0.053,1,"1","Slc25a1"
"Selenos",0.00384361620597537,1.07048198981712,0.474,0.105,1,"1","Selenos"
"Dnajc8",0.00385852306145935,0.311520795077943,0.684,0.184,1,"1","Dnajc8"
"Meaf6",0.00391875600710558,0.705750073727348,0.526,0.132,1,"1","Meaf6"
"Ube2ql1",0.00391875600710558,1.40790521796195,0.526,0.132,1,"1","Ube2ql1"
"Tcp1",0.00394365684344408,1.18574200991356,0.789,0.263,1,"1","Tcp1"
"Syncrip",0.00401408210106159,1.18883637411317,0.579,0.158,1,"1","Syncrip"
"Snrnp70",0.00403178899880775,0.469088588528988,0.895,0.316,1,"1","Snrnp70"
"Tmem147",0.00403684683389635,1.46782751223552,0.421,0.079,1,"1","Tmem147"
"Zfp846",0.00403684683389635,1.72604152291352,0.421,0.079,1,"1","Zfp846"
"Qrich1",0.00403684683389635,1.55388986277777,0.421,0.079,1,"1","Qrich1"
"Cuedc1",0.00403684683389635,1.751971095355,0.421,0.079,1,"1","Cuedc1"
"Eif4g3",0.00406318034768445,0.802671991754336,0.579,0.132,1,"1","Eif4g3"
"Ssbp3",0.00413486480932577,1.24575985829018,0.474,0.105,1,"1","Ssbp3"
"Mapk8",0.00413486480932577,0.762594604020301,0.474,0.105,1,"1","Mapk8"
"Psma1",0.00413900223626287,0.759836193236994,0.737,0.211,1,"1","Psma1"
"Camsap2",0.00414485788233199,1.64962997164662,0.368,0.053,1,"1","Camsap2"
"Abhd8",0.00414485788233199,1.62738940832294,0.368,0.053,1,"1","Abhd8"
"Setd2",0.00414485788233199,0.961081349751646,0.368,0.053,1,"1","Setd2"
"Nrcam",0.00414485788233199,1.71727352296074,0.368,0.053,1,"1","Nrcam"
"Ntan1",0.00416647601994836,1.05628296607008,0.632,0.184,1,"1","Ntan1"
"Klhdc10",0.00419948119006105,1.06715353296869,0.526,0.132,1,"1","Klhdc10"
"Ywhaz",0.00422747483447948,0.423295837189116,0.737,0.237,1,"1","Ywhaz"
"Map2k2",0.00427257289372468,1.31629120635709,0.632,0.237,1,"1","Map2k2"
"Tmcc1",0.0043465279088279,0.963281209788114,0.579,0.132,1,"1","Tmcc1"
"Sf3a2",0.00436240575670311,1.50218587769863,0.421,0.079,1,"1","Sf3a2"
"Usp22",0.0043986625813696,0.293724766911099,0.737,0.211,1,"1","Usp22"
"Cops2",0.00441012033638228,3.3877592578028,0.368,0.079,1,"1","Cops2"
"Ppp1r11",0.00444599998239648,1.22677085541624,0.474,0.105,1,"1","Ppp1r11"
"Aes",0.00447091215601758,0.892020997343195,0.842,0.316,1,"1","Aes"
"Safb",0.00449832905884533,1.19478325550918,0.526,0.132,1,"1","Safb"
"Hspa14",0.00450778406456775,1.18487478250456,0.368,0.053,1,"1","Hspa14"
"Gpcpd1",0.00450778406456775,0.364829447669901,0.368,0.053,1,"1","Gpcpd1"
"Mecp2",0.00450778406456775,0.844674447776453,0.368,0.053,1,"1","Mecp2"
"Taz",0.00450778406456775,0.952569851435349,0.368,0.053,1,"1","Taz"
"Rnpc3",0.00450778406456775,1.51949094635266,0.368,0.053,1,"1","Rnpc3"
"Zfp362",0.00450778406456775,1.81578855422222,0.368,0.053,1,"1","Zfp362"
"Sec31a",0.00450778406456775,0.996474204867099,0.368,0.053,1,"1","Sec31a"
"Mrps18c",0.00450778406456775,0.855206029606606,0.368,0.053,1,"1","Mrps18c"
"Fam20c",0.00450778406456775,0.454393798235351,0.368,0.053,1,"1","Fam20c"
"Dguok",0.00450778406456775,0.967372624349634,0.368,0.053,1,"1","Dguok"
"Tnrc6a",0.00450778406456775,0.742810386966564,0.368,0.053,1,"1","Tnrc6a"
"Palm",0.00450778406456775,1.02438921404004,0.368,0.053,1,"1","Palm"
"Ccdc59",0.00450778406456775,1.04671544434818,0.368,0.053,1,"1","Ccdc59"
"Zfp330",0.00450778406456775,0.595047220784485,0.368,0.053,1,"1","Zfp330"
"Dnajb1",0.00450778406456775,1.26131570659808,0.368,0.053,1,"1","Dnajb1"
"Got2",0.00450778406456775,0.885786676863253,0.368,0.053,1,"1","Got2"
"Hsdl1",0.00450778406456775,0.765920868439664,0.368,0.053,1,"1","Hsdl1"
"Dmxl2",0.00450778406456775,1.08022757008743,0.368,0.053,1,"1","Dmxl2"
"Dopey1",0.00450778406456775,0.519519145665259,0.368,0.053,1,"1","Dopey1"
"Ehbp1",0.00450778406456775,0.972587182809588,0.368,0.053,1,"1","Ehbp1"
"Mapk9",0.00450778406456775,1.35022307126422,0.368,0.053,1,"1","Mapk9"
"Arl4d",0.00450778406456775,1.01901123517324,0.368,0.053,1,"1","Arl4d"
"Agtpbp1",0.00450778406456775,1.19950348126556,0.368,0.053,1,"1","Agtpbp1"
"Hmgcr",0.00450778406456775,1.13621624514774,0.368,0.053,1,"1","Hmgcr"
"Atp6v1c1",0.00450778406456775,1.41506427177715,0.368,0.053,1,"1","Atp6v1c1"
"Pdxp",0.00450778406456775,0.931249023376528,0.368,0.053,1,"1","Pdxp"
"Atg12",0.00450778406456775,1.6015581689238,0.368,0.053,1,"1","Atg12"
"Morn4",0.00450778406456775,1.07944882253959,0.368,0.053,1,"1","Morn4"
"Uchl3",0.00459091162320295,1.6472996753364,0.474,0.132,1,"1","Uchl3"
"1700020I14Rik",0.00468474894026683,0.656335648362272,0.579,0.263,1,"1","1700020I14Rik"
"Cux2",0.00471158855206807,1.01420742117562,0.421,0.079,1,"1","Cux2"
"Zfp30",0.00471158855206807,1.28935254809653,0.421,0.079,1,"1","Zfp30"
"Pcdh9",0.00471158855206807,1.53564682463094,0.421,0.079,1,"1","Pcdh9"
"Cyth1",0.00471158855206807,0.705307297896973,0.421,0.079,1,"1","Cyth1"
"Tomm5",0.00477820329940613,0.650603219562264,0.474,0.105,1,"1","Tomm5"
"Rbpj",0.00477820329940613,0.133701558051266,0.474,0.105,1,"1","Rbpj"
"Kdm6b",0.00477820329940613,0.349714476551562,0.474,0.105,1,"1","Kdm6b"
"Tmed4",0.00481631766362369,1.50285843447668,0.526,0.132,1,"1","Tmed4"
"Mtx2",0.00488755314521944,2.46315815177228,0.421,0.105,1,"1","Mtx2"
"Psmd4",0.00490829197475924,0.933357707690407,0.684,0.263,1,"1","Psmd4"
"Fam168a",0.00492326089189112,1.20295157832681,0.474,0.132,1,"1","Fam168a"
"Rab18",0.00495313855206187,1.07865364384231,0.632,0.211,1,"1","Rab18"
"Luc7l3",0.00500765911062392,0.449407499943109,0.895,0.289,1,"1","Luc7l3"
"Fyn",0.00507046321789671,1.86170963428102,0.579,0.184,1,"1","Fyn"
"Pcnx",0.00508588335987053,1.51059639728084,0.421,0.079,1,"1","Pcnx"
"Srp19",0.00508588335987053,1.79280289764699,0.421,0.079,1,"1","Srp19"
"Pbx11",0.005111188689406,0.276982615365776,0.737,0.263,1,"1","Pbx1"
"Fxr2",0.00513271323841614,0.512016205039931,0.474,0.105,1,"1","Fxr2"
"Pfdn4",0.00515451139699671,1.40330028396182,0.526,0.132,1,"1","Pfdn4"
"Tra2a",0.00519748620719309,0.805682696661177,0.842,0.342,1,"1","Tra2a"
"Kdm5b",0.00521641062024452,1.24646931299909,0.579,0.158,1,"1","Kdm5b"
"Blcap",0.00529126308992356,3.13531203903482,0.316,0.053,1,"1","Blcap"
"Slc25a51",0.00533153082191887,1.88384320739187,0.474,0.158,1,"1","Slc25a51"
"Pafah1b2",0.00533153082191887,1.35605031924015,0.474,0.158,1,"1","Pafah1b2"
"Bzw1",0.00536293359135698,0.484233536212789,0.737,0.237,1,"1","Bzw1"
"Tsc22d1",0.00541772896343077,0.868681808777036,0.737,0.263,1,"1","Tsc22d1"
"Mff",0.00541772896343077,0.950418069560882,0.684,0.289,1,"1","Mff"
"Tmcc2",0.00542644325270548,4.01196778093896,0.263,0.026,1,"1","Tmcc2"
"Kcnq2",0.00542644325270548,3.09112082419049,0.263,0.026,1,"1","Kcnq2"
"Cap1",0.00542644325270548,3.66492277661076,0.263,0.026,1,"1","Cap1"
"Prkab1",0.00542644325270548,3.46395104867188,0.263,0.026,1,"1","Prkab1"
"Zmym2",0.00542644325270548,3.40586940040864,0.263,0.026,1,"1","Zmym2"
"Bcl9l",0.00542644325270548,3.63726649059383,0.263,0.026,1,"1","Bcl9l"
"Crkl",0.00542644325270548,3.26897510264444,0.263,0.026,1,"1","Crkl"
"Pknox1",0.00542644325270548,3.08876055684715,0.263,0.026,1,"1","Pknox1"
"Idh1",0.0054868539305482,1.28015233001664,0.421,0.079,1,"1","Idh1"
"Gle1",0.0054868539305482,0.976083246162051,0.421,0.079,1,"1","Gle1"
"Abhd17c",0.0054868539305482,0.989654602891207,0.421,0.079,1,"1","Abhd17c"
"Arhgef7",0.0054868539305482,1.00840976745965,0.421,0.079,1,"1","Arhgef7"
"Hspa4",0.0054868539305482,0.836932776448002,0.421,0.079,1,"1","Hspa4"
"Mbtd1",0.0055108269816432,1.13670635859581,0.474,0.105,1,"1","Mbtd1"
"Ehmt2",0.00551402237744202,0.378398662149577,0.526,0.132,1,"1","Ehmt2"
"Gtf2a2",0.00566002128838754,2.49222367050724,0.421,0.105,1,"1","Gtf2a2"
"Dtx3",0.00570302457836662,0.864244706357734,0.632,0.184,1,"1","Dtx3"
"Bag6",0.00570302457836662,0.45964629604606,0.632,0.184,1,"1","Bag6"
"Smarca4",0.0057360111172159,0.868435213947943,0.789,0.289,1,"1","Smarca4"
"Nme1",0.00574077165647516,0.854399982161514,0.737,0.263,1,"1","Nme1"
"Lrp6",0.00576744726765899,3.09322438702123,0.316,0.053,1,"1","Lrp6"
"Nicn1",0.00576744726765899,3.34382616541754,0.316,0.053,1,"1","Nicn1"
"Hnrnpab",0.00584515079255636,1.07799952089267,0.789,0.316,1,"1","Hnrnpab"
"Ndufa8",0.00589601182664845,1.05318193538058,0.526,0.132,1,"1","Ndufa8"
"Btg1",0.00589601182664845,1.34738808313728,0.526,0.132,1,"1","Btg1"
"Rhobtb3",0.00589601182664845,0.646524621540886,0.526,0.132,1,"1","Rhobtb3"
"Cacnb3",0.00589601182664845,0.775319128824245,0.526,0.132,1,"1","Cacnb3"
"Phf20",0.00591390220797518,0.537652610391318,0.474,0.105,1,"1","Phf20"
"Clmp",0.00591390220797518,0.929326210923254,0.474,0.105,1,"1","Clmp"
"Txnl4a",0.00591390220797518,1.35523220281087,0.474,0.105,1,"1","Txnl4a"
"Gpsm1",0.00591614210520175,1.03853038505286,0.421,0.079,1,"1","Gpsm1"
"Scai",0.00591614210520175,0.879080126713855,0.421,0.079,1,"1","Scai"
"Arih1",0.00591614210520175,1.05264661637047,0.421,0.079,1,"1","Arih1"
"Uqcrc2",0.00593214189954752,0.815611040710488,0.579,0.158,1,"1","Uqcrc2"
"Dnaja2",0.00593214189954752,0.828928149877587,0.579,0.158,1,"1","Dnaja2"
"Sf3b1",0.00596937094289528,0.56450496122941,0.895,0.316,1,"1","Sf3b1"
"Fam117b",0.00598162622566688,3.17734228615466,0.263,0.026,1,"1","Fam117b"
"Ppp1r12b",0.00598162622566688,3.54077128055533,0.263,0.026,1,"1","Ppp1r12b"
"Pou2f2",0.00598162622566688,3.26319458060714,0.263,0.026,1,"1","Pou2f2"
"Kctd15",0.00598162622566688,3.5925059360603,0.263,0.026,1,"1","Kctd15"
"Kctd13",0.00598162622566688,3.20267763974203,0.263,0.026,1,"1","Kctd13"
"Zfp651",0.00598162622566688,3.23280695232512,0.263,0.026,1,"1","Zfp651"
"Zfp738",0.00598162622566688,3.12321956856585,0.263,0.026,1,"1","Zfp738"
"Ppp2r5e",0.00598162622566688,3.23248012611494,0.263,0.026,1,"1","Ppp2r5e"
"Acyp1",0.00598162622566688,3.65874581751375,0.263,0.026,1,"1","Acyp1"
"Rims2",0.00598162622566688,3.87344686151801,0.263,0.026,1,"1","Rims2"
"Hsf1",0.00598162622566688,3.3868999806443,0.263,0.026,1,"1","Hsf1"
"Dnm1l",0.00598162622566688,3.49009922862106,0.263,0.026,1,"1","Dnm1l"
"Hnrnpr",0.0059876323417681,0.69433056668682,0.895,0.342,1,"1","Hnrnpr"
"Hmgb3",0.00602821442923111,0.595883747414407,0.737,0.237,1,"1","Hmgb3"
"Strn4",0.00605490845518295,1.24670621408149,0.474,0.132,1,"1","Strn4"
"Reep5",0.00605490845518295,1.25375476682428,0.474,0.132,1,"1","Reep5"
"Hnrnpd",0.00613561443897961,0.521425426301257,0.842,0.342,1,"1","Hnrnpd"
"Cfl2",0.00620575065117851,1.22646693684297,0.684,0.263,1,"1","Cfl2"
"Ralgps2",0.00628193716507081,3.00133513947306,0.316,0.053,1,"1","Ralgps2"
"Pqbp1",0.00628193716507081,2.80077978288783,0.316,0.053,1,"1","Pqbp1"
"Man1a2",0.00628193716507081,2.71208005440716,0.316,0.053,1,"1","Man1a2"
"Clasp2",0.00632135446884698,0.582187608566472,0.684,0.184,1,"1","Clasp2"
"Dock7",0.00632135446884698,0.95761747804475,0.632,0.211,1,"1","Dock7"
"Dhx15",0.00632220625527802,0.895531425402193,0.579,0.158,1,"1","Dhx15"
"Strbp",0.0063316146028069,0.689015325202873,0.684,0.211,1,"1","Strbp"
"Rundc3a",0.00634335887225931,1.28235959950547,0.474,0.105,1,"1","Rundc3a"
"Matr3",0.00635732266277113,0.729631969568314,0.895,0.474,1,"1","Matr3"
"Nsmf",0.006375470277228,0.480877410847721,0.421,0.079,1,"1","Nsmf"
"Mga",0.006375470277228,1.0405399178736,0.421,0.079,1,"1","Mga"
"Zfp704",0.006375470277228,0.609572216518916,0.421,0.079,1,"1","Zfp704"
"Fam110b",0.006375470277228,0.458626180834287,0.421,0.079,1,"1","Fam110b"
"Snapc3",0.006375470277228,0.725119708647902,0.421,0.079,1,"1","Snapc3"
"D10Wsu102e",0.006375470277228,0.933009438770758,0.421,0.079,1,"1","D10Wsu102e"
"Sugp2",0.006375470277228,0.870250634838192,0.421,0.079,1,"1","Sugp2"
"Cdk5rap3",0.006375470277228,0.634886006772739,0.421,0.079,1,"1","Cdk5rap3"
"Tcf4",0.00643266943583346,0.575906939432484,1,0.605,1,"1","Tcf4"
"Calm2",0.00646635690671463,0.892178448045722,0.895,0.447,1,"1","Calm2"
"Actr2",0.00648122956078202,1.08759061844124,0.474,0.132,1,"1","Actr2"
"Rbm8a",0.00652034652409587,0.918611221637418,0.579,0.184,1,"1","Rbm8a"
"Tusc3",0.00654096221604155,1.83588380195398,0.421,0.105,1,"1","Tusc3"
"Sf3b2",0.00657501200884286,0.839328966191501,0.684,0.263,1,"1","Sf3b2"
"Atp11c",0.00658748142925583,3.26282279588572,0.263,0.026,1,"1","Atp11c"
"Usp48",0.00658748142925583,3.4893764682131,0.263,0.026,1,"1","Usp48"
"Pop4",0.00658748142925583,3.37481239200132,0.263,0.026,1,"1","Pop4"
"Slc25a17",0.00658748142925583,3.01880565507985,0.263,0.026,1,"1","Slc25a17"
"Dip2b",0.00658748142925583,3.29438282571906,0.263,0.026,1,"1","Dip2b"
"Rbm4",0.00658748142925583,3.21620065054527,0.263,0.026,1,"1","Rbm4"
"Ndufa4",0.00661994321821898,0.536242684171614,0.895,0.395,1,"1","Ndufa4"
"Cox7a2l",0.00671769727349251,0.24061927649632,0.684,0.211,1,"1","Cox7a2l"
"Mafg",0.00673232472498666,1.00024150140101,0.526,0.132,1,"1","Mafg"
"Luc7l",0.00673232472498666,0.989549545133712,0.526,0.132,1,"1","Luc7l"
"Zfp462",0.00673520496609928,1.15532609902035,0.579,0.158,1,"1","Zfp462"
"Ppa1",0.00673520496609928,0.552624086125678,0.579,0.158,1,"1","Ppa1"
"Arid1a",0.00680068096561387,1.01249073877721,0.474,0.105,1,"1","Arid1a"
"Fubp1",0.00681742757265442,0.535506189715064,1,0.395,1,"1","Fubp1"
"Magohb",0.00683737774510637,2.92819495565979,0.316,0.053,1,"1","Magohb"
"Elp6",0.00683737774510637,2.77875866992916,0.316,0.053,1,"1","Elp6"
"Ttc1",0.00683737774510637,2.65995976884049,0.316,0.053,1,"1","Ttc1"
"Ube2g1",0.00683737774510637,2.73781946931635,0.316,0.053,1,"1","Ube2g1"
"Ubap2l",0.00685410574699798,0.35863484104756,0.632,0.184,1,"1","Ubap2l"
"Cope",0.00695066450846564,1.78364166510824,0.526,0.184,1,"1","Cope"
"Hdgfl3",0.00718922836706081,0.725270583428821,0.526,0.132,1,"1","Hdgfl3"
"Nbeal1",0.00724796651916091,3.25538374542533,0.263,0.026,1,"1","Nbeal1"
"1700025G04Rik",0.00724796651916091,2.86269767971375,0.263,0.026,1,"1","1700025G04Rik"
"Rapgef1",0.00724796651916091,3.17894146881149,0.263,0.026,1,"1","Rapgef1"
"Afap1",0.00724796651916091,3.07746489120498,0.263,0.026,1,"1","Afap1"
"Alas1",0.00724796651916091,2.98309257269704,0.263,0.026,1,"1","Alas1"
"Utp18",0.00724796651916091,3.06696894788951,0.263,0.026,1,"1","Utp18"
"Zfp13",0.00724796651916091,2.7264443332844,0.263,0.026,1,"1","Zfp13"
"Nfib",0.00725033297859693,1.07024440505528,0.842,0.5,1,"1","Nfib"
"Ralgps1",0.00728741825069746,0.623669349946448,0.474,0.105,1,"1","Ralgps1"
"Ttc4",0.00728741825069746,1.13000082305125,0.474,0.105,1,"1","Ttc4"
"Ankrd17",0.00728741825069746,1.10398854972245,0.474,0.105,1,"1","Ankrd17"
"Bcl11b",0.00728741825069746,0.717607684126603,0.474,0.105,1,"1","Bcl11b"
"Brd4",0.00728741825069746,0.889872458486569,0.474,0.105,1,"1","Brd4"
"Hnrnpdl",0.00737578678217744,0.503558966955167,0.842,0.316,1,"1","Hnrnpdl"
"Cltb",0.00741575716668081,1.39811026775059,0.474,0.132,1,"1","Cltb"
"1600020E01Rik",0.00743655762871799,2.5090257014651,0.316,0.053,1,"1","1600020E01Rik"
"Herc2",0.00743655762871799,2.59620730228712,0.316,0.053,1,"1","Herc2"
"2310022B05Rik",0.00743655762871799,2.85433113436572,0.316,0.053,1,"1","2310022B05Rik"
"Map4",0.00743655762871799,3.092249094663,0.316,0.053,1,"1","Map4"
"Mapk8ip3",0.00743655762871799,2.58437066666359,0.316,0.053,1,"1","Mapk8ip3"
"Fam114a2",0.00754334435413677,1.81552379435672,0.421,0.105,1,"1","Fam114a2"
"Khdrbs3",0.00754334435413677,2.18655375507568,0.421,0.105,1,"1","Khdrbs3"
"H3f3a",0.00755413855096948,0.495629063157011,0.947,0.789,1,"1","H3f3a"
"Rab2a",0.00756139630363828,0.964367867016357,0.632,0.211,1,"1","Rab2a"
"Eif4g2",0.00761090772893066,0.714985925499273,0.842,0.395,1,"1","Eif4g2"
"Rnf165",0.00763138848202262,0.541429226197263,0.737,0.263,1,"1","Rnf165"
"Tm2d2",0.00767377351235163,0.438578155103055,0.526,0.132,1,"1","Tm2d2"
"Myef2",0.00780426510693631,1.16077348829866,0.684,0.263,1,"1","Myef2"
"Zfp637",0.00782352021226798,0.929199607639379,0.526,0.158,1,"1","Zfp637"
"Tomm20",0.00784186423708672,0.918064874358568,0.579,0.184,1,"1","Tomm20"
"Rnf187",0.00793151750760668,0.775559502982013,0.684,0.237,1,"1","Rnf187"
"Mfsd6",0.00796728077164171,2.48135971943831,0.263,0.026,1,"1","Mfsd6"
"Taf1",0.00796728077164171,2.96068643158144,0.263,0.026,1,"1","Taf1"
"Prcc",0.00796728077164171,2.42175560837118,0.263,0.026,1,"1","Prcc"
"Bach2",0.00796728077164171,2.54375322998178,0.263,0.026,1,"1","Bach2"
"Tmem201",0.00796728077164171,2.81947950291059,0.263,0.026,1,"1","Tmem201"
"Pclo",0.00796728077164171,2.8103582444052,0.263,0.026,1,"1","Pclo"
